Queue,RevenuType,Program,Reason,CountryProcessed,time_to_complete
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,862.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,3063.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom,566.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,2859.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Denmark,3462.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,2780.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany,7382.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Turkey,5906.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Russia,4361.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland,13438.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,2685.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Italy,4317.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,392.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,1606.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,389.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel,3273.0
<VL EOC Enterprise Orders and Adjustments>,Credit / Rebill,Enterprise,Order Transaction Request,Italy,1554.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,651.0
<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,France,4526.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6588.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa,10038.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,7504.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,4365.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom,1067.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Sweden,2806.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Israel,5121.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,13439.0
<VL AOC Broken Pending Notification>,Current Revenue,Enterprise,Order Transaction Request,United States,9993.0
<VL LOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,11980.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,452.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Portugal,1255.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5748.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,9976.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,13383.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1469.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,7113.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,7345.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,7348.0
<VL NAOC Order Rework>,Current Revenue,Enterprise,Order Transaction Request,United States,11575.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,375.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,4426.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10069.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,456.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,480.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,2057.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,2969.0
<VL Default E&E Transactions>,Future Billing,Enterprise,Order Transaction Request,Singapore,1886.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,414.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Finland,3551.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,2863.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Finland,1570.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Austria,308.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Serbia,3909.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom,394.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Jordan,1840.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,6157.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,3335.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Pakistan,7409.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Jordan,1429.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,1647.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal,1358.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,4481.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,98.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,12199.0
<VL NAOC Orders>,Non-revenue,Not Program Specific,Order Transaction Request,United States,1850.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal,1663.0
<VL NAOC Order Rework>,Credit / Rebill,Campus,Order Transaction Request,United States,1713.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden,19505.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,2943.0
<VL AOC SMS&P Processing>,Current Revenue,SPLA,Order Transaction Request,United States,380.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3167.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,9070.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5041.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4650.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,12241.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,12328.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,12344.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,10323.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4749.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,8412.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1915.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,8615.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Mexico,4060.0
<VL AOC SMS&P Processing>,Current Revenue,IP&L,Order Transaction Request,United States,4450.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10146.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4582.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4571.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,4737.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,4469.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1658.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4320.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4735.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1625.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1447.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,4768.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,4740.0
<VL NAOC Rework>,Non-revenue,Enterprise,Order Transaction Request,United States,1515.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1039.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1050.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1959.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Mexico,4253.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,7426.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,89.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,9905.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4552.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,8567.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,397.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,434.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,242.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1145.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,481.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,India,240.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,1354.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Bulgaria,8629.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Greece,5818.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Pakistan,579.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Tanzania,1710.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,7529.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Netherlands,2070.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Botswana,1873.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Egypt,183.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Belgium,4431.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Norway,4709.0
<VL EOC L2 Query>,Revenue Unknown,Enterprise,Amend Licensing Agreement,United Kingdom,1452.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8078.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Finland,1735.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Serbia,199.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,3186.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,132.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Uganda,208.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Sweden,2543.0
<VL AOC Broken Pending Notification>,Current Revenue,Enterprise,Order Transaction Request,Canada,3036.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France,6469.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,1337.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,3072.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,441.0
<VL AOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United States,4366.0
<VL AOC SMS&P Processing>,Current Revenue,SPLA,Order Transaction Request,United States,1466.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,France,4535.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,3415.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,7985.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3218.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,408.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,2756.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,Canada,3245.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,1576.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Mexico,2945.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,434.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,494.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,299.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Peru,3269.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Peru,7007.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,2831.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Peru,3107.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10499.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,212.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10501.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,457.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,Costa Rica,3155.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,3287.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1303.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,7690.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,674.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,7082.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,1849.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5855.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5728.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,645.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,France,741.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Pakistan,505.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Sweden,1589.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5547.0
<VL EOC Enterprise Orders and Adjustments>,Advanced Billing,Enterprise,Order Transaction Request,Russia,485.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,4454.0
<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,France,10389.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,South Africa,1312.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,1302.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Latvia,8564.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,8120.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,8093.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,8059.0
<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Israel,4452.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,5795.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,6059.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,320.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,1271.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Israel,4044.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Israel,1307.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Israel,1588.0
<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,Israel,5566.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium,10295.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,118.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,9881.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel,5790.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,1110.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Germany,165.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Italy,297.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Italy,226.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8033.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,8597.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,3125.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1429.0
<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,Netherlands,5263.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,2187.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,6531.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,152.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6365.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,316.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,7204.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,212.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,7054.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,2319.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,116.0
<VL LOC Orders>,Current Revenue,Select Plus,Order Transaction Request,Brazil,8872.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5791.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,6085.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1263.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,512.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,581.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Japan,1222.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Japan,1406.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,3132.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,South Africa,8861.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Zimbabwe,412.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,5433.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Sweden,7267.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,4499.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,4973.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Sweden,4824.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Spain,3202.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Italy,1504.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,569.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Brazil,4646.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Netherlands,1690.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,4115.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Qatar,2475.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,788.0
<VL EOC Ops Out>,Credit / Rebill,Enterprise,Order Transaction Request,Norway,4467.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Greece,4187.0
<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Turkey,9178.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Greece,1814.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy,172.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8107.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,451.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden,4476.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Belgium,1410.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Belgium,1655.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,922.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France,8335.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,898.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,327.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Denmark,7038.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Spain,5998.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,320.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Iceland,1387.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,959.0
<VL NAOC Order Rework>,Current Revenue,Enterprise,Order Transaction Request,United States,1416.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal,1351.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Austria,1639.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,923.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,746.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,5296.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Romania,5461.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,802.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Greece,1386.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,699.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,666.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,520.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6242.0
<VL NAOC Order Rework>,Credit / Rebill,Select Plus,Order Transaction Request,United States,4877.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Brazil,15155.0
<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Romania,8574.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey,2639.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,675.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,Canada,732.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4929.0
<VL LOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4181.0
<VL AOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United States,4257.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,7410.0
<VL AOC SMS&P Processing>,Current Revenue,Open License,Order Transaction Request,United States,906.0
<VL AOC SMS&P Processing>,Current Revenue,OV/OVS,Order Transaction Request,United States,964.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,1303.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,4323.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5744.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6038.0
<VL AOC SMS&P Processing>,Current Revenue,Open License,Order Transaction Request,United States,935.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6049.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5854.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4432.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5616.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4637.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Costa Rica,4234.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,624.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3987.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4616.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4646.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,5581.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,5691.0
<VL NAOC Order Rework>,Credit / Rebill,Campus,Order Transaction Request,United States,5523.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,5327.0
