Queue,RevenuType,Program,Reason,CountryProcessed,time_to_complete
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Nigeria,299.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,3257.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,6993.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Ukraine,10224.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Amend Licensing Agreement,Netherlands,6326.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,11729.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,1536.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,7122.0
<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom,5937.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,1342.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Egypt,173.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Ukraine,400.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,1095.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,9430.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Serbia,154.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,144.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Oman,307.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,1917.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Ukraine,1183.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,4616.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8220.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2907.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1496.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1645.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,325.0
<VL AOC SMS&P Processing>,Revenue Unknown,OV/OVS,Order Transaction Request,United States,7856.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,10495.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,1645.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,7783.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,3519.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Peru,3159.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,424.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,7678.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1670.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,8418.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,7832.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,347.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1393.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3481.0
<VL NAOC Orders>,Current Revenue,Not Program Specific,Order Transaction Request,Canada,1096.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3435.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1702.0
<VL NAOC Order Rework>,Future Billing,Enterprise,Order Transaction Request,United States,4028.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,7879.0
<VL NAOC Order Rework>,Future Billing,Enterprise,Order Transaction Request,United States,2588.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1097.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,8693.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,7285.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,592.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,7410.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2768.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1163.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,358.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Sweden,604.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Ireland,438.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa,589.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,249.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Russia,3234.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Denmark,5745.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Brazil,1740.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,5367.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland,9190.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,1220.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,402.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Israel,4429.0
<VL AOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,United States,3170.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Germany,2673.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,707.0
<VL NAOC Enterprise Agreements>,Current Revenue,Enterprise,Order Transaction Request,United States,9101.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Ireland,5807.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Switzerland,1520.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,6180.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2306.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,738.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Ireland,3061.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2288.0
<VL AOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United States,6624.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2151.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,1854.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,213.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,5574.0
<VL LOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6270.0
<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Mexico,1958.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,2032.0
<VL AOC Outbound Shipping>,Current Revenue,Enterprise,Order Transaction Request,United States,5854.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,7750.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,446.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,524.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,8960.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2019.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,1515.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4727.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Turkey,7811.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2874.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,4665.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,5306.0
<VL APOC Enterprise>,Revenue Unknown,Enterprise,Order Transaction Request,Singapore,4635.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,2875.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Zimbabwe,572.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,8564.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Germany,97.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Arab Emirates,119.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Arab Emirates,460.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,OLS Forms,Norway,4313.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,2883.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,330.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Pakistan,1832.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Portugal,1408.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,4709.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,France,3280.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,8231.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Italy,2573.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5216.0
<VL EOC CASA>,Current Revenue,Campus,Order Transaction Request,United Kingdom,2511.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,3134.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Bulgaria,3715.0
<VL EOC CASA>,Current Revenue,Campus,Order Transaction Request,Ireland,3280.0
<VL APOC Enterprise>,Revenue Unknown,Enterprise,Order Transaction Request,India,5239.0
<VL EOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Finland,1702.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Switzerland,1366.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,2653.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,635.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Israel,3182.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,675.0
<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,5481.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,4420.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,782.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,757.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom,8354.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,411.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,855.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4822.0
<VL LOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Colombia,4240.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,6113.0
<VL AOC SMS&P Processing>,Non-revenue,Open License,Order Transaction Request,United States,18.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4125.0
<VL NAOC Orders>,Non-revenue,Campus,Order Transaction Request,United States,4083.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4775.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8295.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,4923.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,5653.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,5513.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,4790.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3914.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3927.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3995.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,5506.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,8289.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,377.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,5528.0
<VL NAOC Enterprise Agreements>,Credit / Rebill,Enterprise,Order Transaction Request,United States,8237.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,4809.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,4750.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5568.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5371.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5742.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5325.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5284.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4547.0
<VL LOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4386.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4441.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5524.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,4474.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,6838.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,5615.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,5812.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Sweden,404.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Oman,511.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Arab Emirates,250.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Arab Emirates,486.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Qatar,1994.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,South Africa,325.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Tunisia,312.0
